@relation Rel

@attribute 'contains copyright' numeric
@attribute 'contains author' numeric
@attribute 'followed by class' numeric
@attribute 'doc comment' numeric
@attribute 'ast location' numeric
@attribute 'decl. distance' numeric
@attribute 'code indicators' numeric
@attribute 'special characters' numeric
@attribute context numeric
@attribute section numeric
@attribute 'inside method' numeric
@attribute length numeric
@attribute task numeric
@attribute 'followed by comment' numeric
@attribute first numeric
@attribute 'Classification Category' {COPYRIGHT,HEADER,INTERFACE,INLINE,SECTION,TASK,CODE}

@data
0,0,0,0,2,-1,1,0.077922,0,0,1,1,0,1,0,CODE
0,0,0,0,1,-1,0,0.036585,0,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,-1,0,0.090909,0,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,-1,0,0.098039,0,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,-1,0,0.145833,0,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,-1,0,0.061224,0,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,-1,0,0.061224,0,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,-1,0,0.058824,1,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,-1,0,0.046154,0,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,-1,0,0.0625,1,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,-1,0,0.068182,1,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,-1,0,0.107143,0,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,-1,0,0.0625,0,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,-1,0,0.068182,0,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,-1,0,0.065217,0,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,-1,0,0.073171,0,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,5,0,0.095238,0,1,0,1,0,0,0,INTERFACE
0,0,0,0,2,8,1,0.031414,0,0,1,3,0,0,0,INLINE
0,0,0,0,2,4,0,0.054545,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,-1,0,0.0625,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,-1,0,0.052133,0,0,1,3,0,0,0,INLINE
0,0,0,0,2,-1,0,0.088235,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,-1,0,0.064516,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,-1,0,0.056818,0,0,1,2,0,0,0,INLINE
0,0,0,0,2,-1,0,0.04878,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,56,0,0.090909,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,8,0,0.032258,0,0,1,1,0,0,0,INLINE
1,0,0,0,0,-1,1,0.423529,0,1,0,12,0,0,1,COPYRIGHT
0,0,1,0,0,5,0,0.04918,0,1,0,1,0,0,0,HEADER
0,0,0,0,1,2,0,0.051282,1,1,0,4,0,0,0,INTERFACE
0,0,0,0,1,2,0,0.04918,1,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,2,0,0.046875,0,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,2,0,0.040541,0,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,2,0,0.089286,0,1,0,1,0,0,0,INTERFACE
1,0,0,0,1,-1,1,0.405157,0,1,0,13,0,0,1,COPYRIGHT
0,0,0,0,1,7,0,0.021739,1,0,0,1,0,0,0,INTERFACE
0,0,0,0,1,9,0,0.0375,0,0,0,1,0,0,0,INTERFACE
0,0,0,0,1,9,0,0.054545,0,0,0,1,0,0,0,INTERFACE
0,0,0,0,1,4,0,0.04329,1,0,0,3,0,0,0,INTERFACE
0,0,1,0,0,-1,0,0.038462,0,0,0,2,0,0,0,INTERFACE
0,0,0,0,1,1,0,0.032787,0,0,0,1,0,0,0,INTERFACE
0,0,0,0,1,3,0,0.045082,0,0,0,4,0,0,0,INTERFACE
0,0,0,0,1,1,0,0.044025,0,0,0,2,0,0,0,INTERFACE
0,0,0,0,1,3,0,0.041237,1,0,0,2,0,0,0,INTERFACE
0,0,0,0,1,8,0,0.037736,1,0,0,2,0,0,0,INTERFACE
0,0,0,0,1,8,0,0.051724,1,0,0,2,0,0,0,INTERFACE
0,0,0,0,1,2,0,0.02381,1,0,0,1,0,0,0,INTERFACE
0,0,0,0,1,1,0,0.034722,1,0,0,2,0,0,0,INTERFACE
0,0,0,0,1,1,0,0.037879,1,0,0,2,0,0,0,INTERFACE
0,0,0,0,2,2,0,0.0625,1,0,1,1,0,0,0,INLINE
0,0,0,0,1,1,0,0.039474,1,0,0,1,0,0,0,INTERFACE
0,0,0,0,1,1,0,0.042017,1,0,0,2,0,0,0,INTERFACE
0,0,0,0,1,1,0,0.034188,1,0,0,3,0,0,0,INTERFACE
1,0,0,0,1,10,1,0.428858,0,1,0,12,0,0,1,COPYRIGHT
1,0,1,0,0,-1,1,0.391844,0,1,0,13,0,0,1,COPYRIGHT
0,0,0,0,1,2,1,0.514793,1,1,0,4,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.58,0,1,0,4,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.284375,1,1,0,6,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.270349,1,1,0,7,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.372951,1,1,0,5,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.282209,1,1,0,6,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.45641,1,1,0,5,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.378723,1,1,0,5,0,0,0,INTERFACE
0,0,0,0,1,2,0,0.248244,1,1,0,12,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.488764,0,1,0,4,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.254098,1,1,0,7,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.537037,1,1,0,4,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.50289,1,1,0,4,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.550633,1,1,0,4,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.55414,1,1,0,4,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.527273,1,1,0,4,0,0,0,INTERFACE
0,0,0,0,1,2,0,0.232301,1,1,0,12,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.327338,1,1,0,6,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.336634,1,1,0,7,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.431925,1,1,0,5,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.412037,1,1,0,5,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.208661,1,1,0,11,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.290323,1,1,0,8,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.367769,1,1,0,5,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.410138,1,1,0,5,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.178268,1,1,0,10,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.401786,1,1,0,5,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.449495,0,1,0,5,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.475936,0,1,0,5,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.438424,0,1,0,5,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.384615,1,1,0,5,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.466321,1,1,0,5,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.433962,1,1,0,4,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.494318,1,1,0,4,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.508671,1,1,0,4,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.713115,1,1,0,4,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.553459,1,1,0,4,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.546584,1,1,0,4,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.55414,1,1,0,4,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.557692,1,1,0,4,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.604167,1,1,0,4,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.630435,1,1,0,4,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.55414,1,1,0,4,0,0,0,INTERFACE
0,0,0,0,1,2,1,0.446154,1,1,0,4,0,0,0,INTERFACE
1,0,0,0,0,38,1,0.347176,0,1,0,14,0,0,1,COPYRIGHT
0,0,0,0,1,2,0,0.038462,1,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,2,0,0.036364,1,1,0,2,0,0,0,INTERFACE
0,0,0,0,1,2,0,0.067164,1,1,0,3,0,0,0,INTERFACE
0,0,0,0,2,-1,0,0.027211,0,0,1,2,0,0,0,INLINE
0,0,0,0,2,-1,0,0.0625,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,-1,0,0.058824,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,-1,0,0.076923,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,-1,0,0.051282,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,-1,0,0.060606,0,0,1,1,0,0,0,INLINE
0,0,0,0,1,2,0,0.041096,1,1,0,2,0,0,0,INTERFACE
0,0,0,0,2,31,0,0.035714,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,23,0,0.04878,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,54,0,0.025,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,14,0,0.029412,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,-1,0,0.04,0,0,1,1,0,0,0,INLINE
1,0,0,0,0,-1,1,0.380952,0,1,0,13,0,0,1,COPYRIGHT
0,0,1,0,0,-1,0,0.038961,0,1,0,1,0,0,0,HEADER
0,0,1,0,0,3,0,0.046154,1,1,0,1,0,0,0,INTERFACE
0,0,1,0,0,5,0,0.068182,0,1,0,2,0,0,0,HEADER
0,0,0,0,1,1,0,0.053812,1,1,0,4,0,0,0,INTERFACE
0,0,0,0,1,1,0,0.043478,1,1,0,1,0,0,0,INTERFACE
1,0,0,0,1,12,1,0.308157,0,1,0,14,0,0,1,COPYRIGHT
0,0,0,0,2,-1,0,0.043956,0,0,1,2,0,0,0,INLINE
0,0,0,0,2,-1,0,0.058824,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,-1,0,0.030303,1,0,1,2,0,0,0,INLINE
0,0,0,0,2,-1,0,0.035088,0,0,1,2,0,0,0,INLINE
1,0,0,0,1,18,1,0.256438,1,1,0,24,0,0,1,COPYRIGHT
1,0,0,0,0,-1,1,0.347222,0,1,0,13,0,0,1,COPYRIGHT
0,0,1,0,0,29,0,0.055556,0,1,0,1,0,0,0,HEADER
0,0,0,0,1,1,0,0.06,1,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,1,0,0.0625,1,1,0,1,0,0,0,INTERFACE
0,0,1,0,0,5,0,0.081633,1,1,0,1,0,0,0,HEADER
0,0,0,0,2,141,0,0.060606,0,0,1,1,1,0,0,TASK
0,0,0,0,2,-1,0,0.086957,0,0,1,1,1,1,0,TASK
0,0,0,0,2,-1,0,0.071429,0,0,1,1,1,1,0,TASK
0,0,0,0,2,43,0,0.037383,1,0,1,2,1,0,0,TASK
0,0,0,0,2,49,0,0.074074,0,0,1,1,1,0,0,TASK
0,0,0,0,2,-1,0,0.073171,0,0,1,3,1,1,0,TASK
1,0,0,0,1,-1,0,0.0375,0,0,0,1,0,1,1,COPYRIGHT
0,0,0,0,2,-1,1,0.086207,0,0,1,1,0,0,0,INLINE
0,0,0,0,1,1,0,0.06422,1,0,0,13,0,0,0,INTERFACE
0,0,0,0,1,1,0,0.078292,1,0,0,10,0,0,0,INTERFACE
0,0,0,0,1,2,0,0.095057,1,0,0,10,0,0,0,INTERFACE
0,0,0,0,2,10,0,0.051282,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,-1,0,0.04878,0,0,1,1,0,0,0,INLINE
0,0,0,0,1,2,0,0.042553,1,0,0,1,0,0,0,INTERFACE
1,0,0,0,1,-1,0,0.076923,0,0,0,1,0,1,1,COPYRIGHT
0,0,0,0,2,-1,0,0.037037,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,7,0,0.088889,0,0,1,1,0,0,0,INLINE
1,0,0,0,1,-1,0,0.0375,0,0,0,1,0,1,1,COPYRIGHT
0,0,0,0,2,-1,0,0.090909,0,0,1,1,0,1,0,INLINE
0,0,0,0,2,-1,0,0.060606,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,-1,0,0.090909,0,0,1,1,0,1,0,INLINE
0,0,0,0,2,-1,0,0.051282,0,0,1,1,0,1,0,INLINE
0,0,0,0,2,-1,0,0.0625,0,0,1,1,0,1,0,INLINE
0,0,0,0,2,-1,0,0.064516,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,-1,0,0.071429,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,-1,1,0.073684,0,0,1,1,0,0,0,CODE
0,0,0,0,2,-1,0,0.065574,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,-1,0,0.083333,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,-1,0,0.076923,0,0,1,1,0,1,0,INLINE
0,0,0,0,2,-1,1,0.075269,0,0,1,1,0,0,0,CODE
0,0,0,0,2,-1,0,0.027397,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,8,1,0.071429,0,0,1,1,0,0,0,CODE
1,0,1,0,0,-1,0,0.059259,0,0,0,17,0,0,1,COPYRIGHT
0,0,1,0,0,5,0,0.026316,0,0,0,4,0,0,0,HEADER
0,0,0,0,1,14,0,0.040323,0,0,0,2,0,0,0,INTERFACE
1,0,0,0,1,-1,0,0.0375,0,0,0,1,0,1,1,COPYRIGHT
0,0,1,0,0,15,0,0.013333,1,0,0,4,0,0,0,HEADER
0,0,1,0,0,4,0,0.03125,0,0,0,4,0,0,0,HEADER
0,0,1,0,0,4,0,0.025641,0,0,0,4,0,0,0,HEADER
0,0,1,0,0,4,0,0.035088,1,0,0,4,0,0,0,HEADER
0,0,1,0,0,5,0,0.011299,1,0,0,6,0,0,0,HEADER
0,0,0,0,1,1,0,0.081081,0,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,1,0,0.052083,1,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,2,0,0.045872,1,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,1,0,0.044776,1,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,1,0,0.043478,1,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,1,0,0.061224,1,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,1,0,0.037975,1,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,1,0,0.034091,1,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,1,1,0.05102,1,1,0,3,0,0,0,INTERFACE
1,0,0,0,0,-1,0,0.076923,0,0,0,1,0,1,1,COPYRIGHT
0,0,1,0,0,11,0,0.023669,0,0,0,2,0,0,0,HEADER
0,0,1,0,0,8,0,0.018018,1,0,0,7,0,0,0,HEADER
0,0,0,1,1,1,0,0.016949,1,0,0,4,0,0,0,INTERFACE
0,0,0,1,1,1,0,0.023256,1,0,0,5,0,0,0,INTERFACE
0,0,0,0,1,1,0,0.025974,1,0,0,3,0,0,0,INTERFACE
0,0,0,0,1,1,0,0.016667,1,0,0,4,0,0,0,INTERFACE
0,0,0,1,1,3,0,0.011834,1,0,0,5,0,0,0,INTERFACE
0,0,0,1,1,1,0,0.011834,1,0,0,5,0,0,0,INTERFACE
1,0,1,0,0,-1,0,0.059259,0,0,0,17,0,1,1,COPYRIGHT
0,0,1,0,0,6,0,0.024691,0,0,0,4,0,0,0,HEADER
1,0,0,0,1,-1,0,0.076923,0,0,0,1,0,1,1,COPYRIGHT
0,0,0,0,1,7,0,0.035088,1,0,0,1,0,0,0,INTERFACE
0,0,0,0,1,3,0,0.041667,0,0,0,1,0,0,0,INTERFACE
0,0,0,0,2,-1,0,0.033898,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,-1,1,0.034582,0,0,1,3,0,0,0,INLINE
0,0,0,0,2,-1,0,0.038278,0,0,1,3,0,0,0,INLINE
0,0,0,0,2,-1,0,0.054054,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,-1,0,0.034722,0,0,1,5,0,0,0,INLINE
0,0,0,0,2,-1,0,0.046154,0,0,1,3,0,0,0,INLINE
0,0,0,0,2,-1,0,0.05,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,-1,0,0.034483,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,-1,0,0.037037,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,-1,0,0.043478,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,-1,0,0.047619,0,0,1,1,0,0,0,INLINE
0,0,0,0,2,245,0,0.031746,0,0,1,2,0,0,0,INLINE
0,0,0,0,2,-1,0,0.034783,0,0,1,2,0,0,0,INLINE
0,0,0,0,2,35,0,0.042553,0,0,1,1,0,0,0,INLINE
1,0,1,0,0,-1,0,0.037037,0,0,0,1,0,1,1,COPYRIGHT
0,0,1,0,0,5,1,0.012903,1,0,0,5,0,0,0,HEADER
1,0,1,0,1,-1,0,0.0375,0,0,0,1,0,1,1,COPYRIGHT
0,0,1,0,0,5,0,0.022222,1,0,0,4,0,0,0,HEADER
1,0,0,0,0,-1,0,0.044776,0,0,0,1,0,1,1,COPYRIGHT
0,0,1,0,0,8,0,0.011976,1,0,0,6,0,0,0,HEADER
0,0,0,0,1,1,0,0.045455,1,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,1,0,0.055556,1,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,2,0,0.045802,1,1,0,2,0,0,0,INTERFACE
0,0,0,0,1,1,0,0.029703,1,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,2,0,0.057692,1,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,1,0,0.073171,1,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,1,0,0.071429,1,1,0,1,0,0,0,INTERFACE
0,0,0,0,1,1,0,0.069767,0,1,0,1,0,0,0,INTERFACE
1,0,1,0,0,-1,0,0.076923,0,0,0,1,0,1,1,COPYRIGHT
0,0,1,0,0,8,0,0.013072,0,0,0,5,0,0,0,HEADER
0,0,0,0,1,0,0,0.00813,1,0,0,7,0,0,1,INTERFACE
0,0,0,0,1,0,0,0.026316,0,0,0,3,0,0,0,INTERFACE
0,0,0,0,2,-1,0,0.029851,0,0,1,1,0,1,0,INLINE
0,0,0,0,1,3,0,0.060606,1,0,0,3,0,0,0,INTERFACE
